site_id,stream_id,point_class,equipment_label,location_label,raw_archive,raw_member_name,raw_n_points,raw_first_timestamp,raw_last_timestamp,scenario_ids
BTS_B,53fe9aa9_551e_4394_96ca_30bbd99055ae,Filter_Differential_Pressure_Sensor,BTS_B Filter 004,nan,Site_Baa.zip,Site_Baa/366.pickle,145243.0,2021-01-01T00:03:10.224000+00:00,2023-12-31T23:51:56.486000+00:00,train_timestamp_nearest_lookup_00044;train_timestamp_value_lookup_00044;train_window_pairwise_compare_00005
BTS_A,54860e5d_c4fb_4e1e_a3c5_bd556364c99a,Frequency_Sensor,BTS_A Exhaust Fan 012,nan,Site_Aaa.zip,Site_Aaa/3213.pickle,153962.0,2021-01-01T00:00:16.723000+00:00,2023-12-31T23:58:12.308000+00:00,train_window_pairwise_compare_00059;train_window_pairwise_compare_00060
BTS_B,54d670e8_000e_42f6_a8c4_f22f20e298e3,Cooling_Temperature_Setpoint,BTS_B Air Handler Unit 001,BTS_B Building 001,Site_Baa.zip,Site_Baa/330.pickle,145233.0,2021-01-01T00:03:09.319000+00:00,2023-12-31T23:51:55.016000+00:00,dev_timestamp_nearest_lookup_00022;dev_timestamp_value_lookup_00022
BTS_B,560c54ec_2da0_4064_bffe_feaa922490b6,Min_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 004,BTS_B Conference Room 003,Site_Baa.zip,Site_Baa/50.pickle,143611.0,2021-01-01T00:03:15.344000+00:00,2023-12-31T23:52:04.321000+00:00,dev_window_rank_00028;train_window_rank_00031
BTS_B,5b1bfac5_c924_4e0b_ba79_7d3b6e7c4a05,Air_Temperature_Sensor,BTS_B Fan Coil Unit 006,BTS_B Conference Room 009,Site_Baa.zip,Site_Baa/490.pickle,144387.0,2021-01-01T00:03:12.793000+00:00,2023-12-31T23:52:00.393000+00:00,dev_point_disambiguation_00036
BTS_C,5bec7ac0_dfa9_4f75_b6d3_acece0a5537b,Air_Flow_Sensor,BTS_C Vav 044,nan,Site_Caa.zip,Site_Caa/2991.pickle,178452.0,2020-05-22T00:23:18.563000+00:00,2024-01-18T03:31:28.853000+00:00,test_timestamp_value_lookup_00056
BTS_B,5c754743_a7ef_4397_9daf_17a57cad9d20,Position_Sensor,BTS_B Cooling Valve 017,nan,Site_Baa.zip,Site_Baa/208.pickle,144655.0,2021-01-01T00:03:11.813000+00:00,2023-12-31T23:51:58.967000+00:00,train_point_disambiguation_00051
BTS_B,5df63319_c6ce_4a51_b145_09841a4fe6e2,Position_Sensor,BTS_B Cooling Valve 002,nan,Site_Baa.zip,Site_Baa/566.pickle,143262.0,2021-01-01T00:03:17.378000+00:00,2023-12-31T23:52:07.443000+00:00,train_point_disambiguation_00052
BTS_B,5e89fa22_7eef_4781_b287_3593a241a8f6,Min_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 012,BTS_B Conference Room 007,Site_Baa.zip,Site_Baa/160.pickle,143292.0,2021-01-01T00:03:16.952000+00:00,2023-12-31T23:52:06.800000+00:00,dev_window_rank_00014;dev_window_rank_00028;train_window_rank_00008;train_window_rank_00017;train_window_rank_00023;train_window_rank_00026;train_window_rank_00031;train_window_rank_00039
BTS_C,5ed54482_c116_49a0_aa10_fd2bd73ec4ca,Air_Differential_Pressure_Setpoint,BTS_C Zone 005,nan,Site_Caa.zip,Site_Caa/1766.pickle,175329.0,2020-05-22T00:17:44.214000+00:00,2024-01-18T10:11:25.014000+00:00,test_quality_gate_00059;test_timestamp_nearest_lookup_00052;test_timestamp_value_lookup_00052
BTS_C,607c2d5d_c55e_4169_a26b_63f1984598c2,Run_Time_Sensor,BTS_C Terminal Unit 009,nan,Site_Caa.zip,Site_Caa/64.pickle,174916.0,2020-05-22T00:33:31.397000+00:00,2024-01-18T03:51:37.148000+00:00,test_window_pairwise_compare_00015;test_window_pairwise_compare_00019;test_window_pairwise_compare_00044;test_window_pairwise_compare_00046;test_window_pairwise_compare_00050;test_window_pairwise_compare_00051
BTS_B,60f9369f_b7bb_4d03_9b8a_32d06a9826e0,Average_Zone_Air_Temperature_Sensor,BTS_B Hvac Zone 005,nan,Site_Baa.zip,Site_Baa/277.pickle,144083.0,2021-01-01T00:03:13.884000+00:00,2023-12-31T23:52:02.024000+00:00,train_timestamp_nearest_lookup_00014;train_timestamp_value_lookup_00014
BTS_B,6655c63b_1a57_4fe9_a2a7_8331873624ec,Min_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 006,BTS_B Conference Room 009,Site_Baa.zip,Site_Baa/475.pickle,144479.0,2021-01-01T00:03:12.598000+00:00,2023-12-31T23:52:00.087000+00:00,dev_window_rank_00014;dev_window_rank_00044;train_window_rank_00002;train_window_rank_00008;train_window_rank_00011;train_window_rank_00017;train_window_rank_00020;train_window_rank_00023;train_window_rank_00026;train_window_rank_00042
BTS_B,69d202a0_e748_4bf7_ae0a_6c52d3339b2d,Position_Sensor,BTS_B Cooling Valve 005,nan,Site_Baa.zip,Site_Baa/278.pickle,143795.0,2021-01-01T00:03:13.896000+00:00,2023-12-31T23:52:02.042000+00:00,train_point_disambiguation_00053;train_window_pairwise_compare_00048
BTS_B,6ac095ab_36fc_40ea_8d9e_927fc1db6767,Position_Sensor,BTS_B Heating Valve 005,nan,Site_Baa.zip,Site_Baa/57.pickle,143471.0,2021-01-01T00:03:15.457000+00:00,2023-12-31T23:52:04.500000+00:00,train_point_disambiguation_00054
BTS_C,6b843e55_cf52_4a8c_ace4_a04099f51f41,Position_Sensor,BTS_C Exhaust Fan 104,BTS_C Location 043,Site_Caa.zip,Site_Caa/4966.pickle,172311.0,2020-05-31T14:27:32.385000+00:00,2024-01-18T01:51:41.292000+00:00,test_window_rank_00003;test_window_rank_00018;test_window_rank_00021;test_window_rank_00024
BTS_B,6c9214a5_cec9_4f6a_b787_58620ae90aa0,Discharge_Water_Temperature_Sensor,BTS_B Chilled Water System 001,BTS_B Building 001,Site_Baa.zip,Site_Baa/424.pickle,144992.0,2021-01-01T00:03:11.052000+00:00,2023-12-31T23:51:57.918000+00:00,train_timestamp_nearest_lookup_00040;train_timestamp_value_lookup_00040
BTS_B,75e21308_99b7_48d0_83c3_a1753f5d982f,Min_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 004,BTS_B Conference Room 003,Site_Baa.zip,Site_Baa/49.pickle,143578.0,2021-01-01T00:03:15.333000+00:00,2023-12-31T23:52:04.303000+00:00,train_window_rank_00011
BTS_B,77bc70e6_7b0c_4c69_ae68_f1095f56f175,Differential_Pressure_Setpoint,BTS_B Filter 001,nan,Site_Baa.zip,Site_Baa/483.pickle,144379.0,2021-01-01T00:03:12.714000+00:00,2023-12-31T23:52:00.262000+00:00,train_timestamp_nearest_lookup_00034;train_timestamp_value_lookup_00034
BTS_B,77f66bf3_4b12_4406_a921_bc7adf8098d0,Position_Sensor,BTS_B Heating Valve 014,nan,Site_Baa.zip,Site_Baa/101.pickle,143324.0,2021-01-01T00:03:16.133000+00:00,2023-12-31T23:52:05.515000+00:00,train_window_pairwise_compare_00054;train_window_pairwise_compare_00057
BTS_B,78078042_e16e_425b_9ec8_605aa149274e,Damper_Position_Sensor,BTS_B Return Damper 001,nan,Site_Baa.zip,Site_Baa/379.pickle,144954.0,2021-01-01T00:03:10.523000+00:00,2023-12-31T23:51:56.981000+00:00,train_timestamp_nearest_lookup_00027;train_timestamp_value_lookup_00027
BTS_B,7a2ff512_fcd4_41eb_9299_379824d3347f,Max_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 012,BTS_B Conference Room 007,Site_Baa.zip,Site_Baa/161.pickle,143286.0,2021-01-01T00:03:16.963000+00:00,2023-12-31T23:52:06.817000+00:00,dev_window_rank_00038;train_window_rank_00034;train_window_rank_00037
BTS_C,7a85626b_0765_4659_9151_44113cb318ba,Air_Flow_Sensor,BTS_C Exhaust Fan 068,BTS_C Location 048,Site_Caa.zip,Site_Caa/1413.pickle,173649.0,2020-05-30T00:43:21.723000+00:00,2024-01-18T00:41:24.838000+00:00,test_window_rank_00032
BTS_B,7baae988_b38f_4f0a_a79c_e91d928f4311,Air_Temperature_Sensor,BTS_B Enclosed Space 003,nan,Site_Baa.zip,Site_Baa/303.pickle,143835.0,2021-01-01T00:03:14.191000+00:00,2023-12-31T23:52:02.492000+00:00,train_quality_gate_00036
BTS_C,7e710fb0_6160_4762_8ec9_3ac89d919bc1,Frequency_Sensor,BTS_C Electrical Meter 036,nan,Site_Caa.zip,Site_Caa/1371.pickle,333495.0,2020-11-17T11:00:37.915000+00:00,2024-01-18T16:41:13.275000+00:00,test_window_pairwise_compare_00053
BTS_B,7f269e8d_b754_4484_ad1d_78d7abdd9dbe,Air_Temperature_Sensor,BTS_B Conference Room 009,nan,Site_Baa.zip,Site_Baa/467.pickle,144498.0,2021-01-01T00:03:12.471000+00:00,2023-12-31T23:51:59.910000+00:00,train_quality_gate_00037
BTS_B,81a3d707_cb1e_4ce3_a127_afcb0755a366,Min_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 002,BTS_B Conference Room 010,Site_Baa.zip,Site_Baa/447.pickle,144537.0,2021-01-01T00:03:12.195000+00:00,2023-12-31T23:51:59.507000+00:00,train_window_rank_00002
BTS_B,81d76fb3_6646_4347_8dad_9900327cefd6,Discharge_Air_Temperature_Sensor,BTS_B Fan Coil Unit 002,BTS_B Conference Room 010,Site_Baa.zip,Site_Baa/465.pickle,144432.0,2021-01-01T00:03:12.449000+00:00,2023-12-31T23:51:59.874000+00:00,train_timestamp_nearest_lookup_00039;train_timestamp_value_lookup_00039
BTS_A,8ac5e5c3_e87e_4861_aa64_d3a9fddc1dd7,Voltage_Sensor,BTS_A Equipment 001,BTS_A Floor 010,Site_Aaa.zip,Site_Aaa/2673.pickle,153839.0,2021-01-01T00:01:32.475000+00:00,2023-12-31T23:59:12.801000+00:00,dev_window_rank_00049;train_window_rank_00043;train_window_rank_00045;train_window_rank_00051;train_window_rank_00053;train_window_rank_00055
BTS_B,8c653335_24b7_491c_a3d2_ca7961175f36,Filter_Differential_Pressure_Sensor,BTS_B Filter 005,nan,Site_Baa.zip,Site_Baa/322.pickle,145478.0,2021-01-01T00:03:09.111000+00:00,2023-12-31T23:51:54.677000+00:00,dev_window_pairwise_compare_00021;dev_window_pairwise_compare_00027;dev_window_pairwise_compare_00032;train_window_pairwise_compare_00008;train_window_pairwise_compare_00010;train_window_pairwise_compare_00013;train_window_pairwise_compare_00014;train_window_pairwise_compare_00017;train_window_pairwise_compare_00029;train_window_pairwise_compare_00036;train_window_pairwise_compare_00040;train_window_pairwise_compare_00041;train_window_pairwise_compare_00043
BTS_B,91b9dd7b_7f1d_4bb3_a152_c8391a4398b6,Differential_Pressure_Setpoint,BTS_B Filter 002,nan,Site_Baa.zip,Site_Baa/511.pickle,144257.0,2021-01-01T00:03:13.100000+00:00,2023-12-31T23:52:00.827000+00:00,train_timestamp_nearest_lookup_00035;train_timestamp_value_lookup_00035
BTS_B,9345a858_35a1_4713_bad4_16002b08ece2,Filter_Differential_Pressure_Sensor,BTS_B Filter 006,nan,Site_Baa.zip,Site_Baa/282.pickle,143978.0,2021-01-01T00:03:13.942000+00:00,2023-12-31T23:52:02.113000+00:00,train_window_pairwise_compare_00002;train_window_pairwise_compare_00018
BTS_A,9c0c520f_4e01_4b70_b935_ecea9681a620,Usage_Sensor,BTS_A Gas Meter 001,nan,Site_Aaa.zip,Site_Aaa/2828.pickle,153818.0,2021-01-01T00:01:30.203000+00:00,2023-12-31T23:59:10.864000+00:00,dev_window_pairwise_compare_00007;dev_window_pairwise_compare_00016;dev_window_pairwise_compare_00024;dev_window_pairwise_compare_00030;dev_window_pairwise_compare_00035;dev_window_pairwise_compare_00038;train_window_pairwise_compare_00001;train_window_pairwise_compare_00004;train_window_pairwise_compare_00009;train_window_pairwise_compare_00011;train_window_pairwise_compare_00020;train_window_pairwise_compare_00022;train_window_pairwise_compare_00023;train_window_pairwise_compare_00025;train_window_pairwise_compare_00026;train_window_pairwise_compare_00028;train_window_pairwise_compare_00031;train_window_pairwise_compare_00033;train_window_pairwise_compare_00034;train_window_pairwise_compare_00037;train_window_pairwise_compare_00039
BTS_B,9ea81184_4e1b_4390_afae_65e0c05b4a15,Cooling_Demand_Setpoint,BTS_B Chilled Water System 001,BTS_B Building 001,Site_Baa.zip,Site_Baa/421.pickle,145072.0,2021-01-01T00:03:11.018000+00:00,2023-12-31T23:51:57.862000+00:00,train_timestamp_nearest_lookup_00016;train_timestamp_value_lookup_00016
BTS_C,a2a158b6_0e5f_4066_a7b4_e66c19996cf4,Position_Sensor,BTS_C Exhaust Fan 002,BTS_C Location 011,Site_Caa.zip,Site_Caa/2646.pickle,172294.0,2020-05-31T06:21:52.994000+00:00,2024-01-18T04:11:35.174000+00:00,test_window_rank_00015;test_window_rank_00021;test_window_rank_00024
BTS_A,a329b478_0d58_438b_b91b_e6b1c83db68f,Air_Flow_Sensor,BTS_A Fume Hood 009,BTS_A Room 253,Site_Aaa.zip,Site_Aaa/5751.pickle,153875.0,2021-01-01T00:01:16.291000+00:00,2023-12-31T23:58:57.023000+00:00,train_window_rank_00016
BTS_B,ac8c92ee_96bb_4354_bab7_205cf8973292,Position_Sensor,BTS_B Heating Valve 002,nan,Site_Baa.zip,Site_Baa/123.pickle,143257.0,2021-01-01T00:03:16.433000+00:00,2023-12-31T23:52:05.992000+00:00,train_window_pairwise_compare_00055;train_window_pairwise_compare_00056
BTS_C,b1dc04d0_e925_4783_a1ba_9ca43fbdeb98,Frequency_Sensor,BTS_C Electrical Meter 025,nan,Site_Caa.zip,Site_Caa/1167.pickle,330255.0,2020-11-18T23:48:42.028000+00:00,2024-01-18T17:31:44.178000+00:00,test_window_pairwise_compare_00053
BTS_B,b81f4b1a_cdb0_471e_b197_8dc4d39e5f13,Min_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 005,BTS_B Conference Room 011,Site_Baa.zip,Site_Baa/503.pickle,144281.0,2021-01-01T00:03:12.986000+00:00,2023-12-31T23:52:00.656000+00:00,train_window_rank_00039;train_window_rank_00042
BTS_A,b923ce18_2334_4f70_b41f_873db1367047,Frequency_Sensor,BTS_A Electrical Meter 010,nan,Site_Aaa.zip,Site_Aaa/8131.pickle,146538.0,2021-01-01T00:03:28.678000+00:00,2023-12-31T23:50:40.569000+00:00,train_window_pairwise_compare_00058;train_window_pairwise_compare_00059;train_window_pairwise_compare_00060
BTS_B,bea83970_cc30_4168_b7e0_3dc165043cbc,Max_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 004,BTS_B Conference Room 003,Site_Baa.zip,Site_Baa/51.pickle,143549.0,2021-01-01T00:03:15.356000+00:00,2023-12-31T23:52:04.339000+00:00,train_window_rank_00005
BTS_A,bfe71ed2_6412_41ae_8c98_5cc306ffea17,Voltage_Sensor,BTS_A Equipment 001,BTS_A Floor 010,Site_Aaa.zip,Site_Aaa/7541.pickle,153830.0,2021-01-01T00:01:32.270000+00:00,2023-12-31T23:59:12.600000+00:00,dev_window_rank_00049;train_window_rank_00041;train_window_rank_00043;train_window_rank_00047;train_window_rank_00051;train_window_rank_00053;train_window_rank_00055;train_window_rank_00057;train_window_rank_00060
BTS_C,c098c1a9_453b_4efa_9cee_467fe873a7bf,Position_Sensor,BTS_C Exhaust Fan 110,BTS_C Location 007,Site_Caa.zip,Site_Caa/2366.pickle,172118.0,2020-05-31T08:43:03.109000+00:00,2024-01-18T04:11:35.507000+00:00,test_window_rank_00006;test_window_rank_00012
BTS_C,c24589e8_a1f3_4529_b409_5a56761c9d20,Air_Differential_Pressure_Sensor,BTS_C Zone 005,nan,Site_Caa.zip,Site_Caa/2254.pickle,194563.0,2020-05-22T00:17:44.162000+00:00,2024-01-18T10:11:25.003000+00:00,test_quality_gate_00051;test_quality_gate_00052;test_quality_gate_00053;test_quality_gate_00054;test_quality_gate_00055;test_quality_gate_00056;test_quality_gate_00057;test_quality_gate_00058;test_timestamp_nearest_lookup_00051;test_timestamp_value_lookup_00051
BTS_B,c3990511_0d2c_499d_b939_dea88e81eb8e,Filter_Differential_Pressure_Sensor,BTS_B Filter 003,nan,Site_Baa.zip,Site_Baa/247.pickle,144248.0,2021-01-01T00:03:13.497000+00:00,2023-12-31T23:52:01.435000+00:00,dev_window_pairwise_compare_00012
BTS_B,cab929ab_c3b3_4ac0_bc80_9ff4704c3ff0,Max_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 009,BTS_B Conference Room 005,Site_Baa.zip,Site_Baa/139.pickle,143336.0,2021-01-01T00:03:16.639000+00:00,2023-12-31T23:52:06.317000+00:00,train_window_rank_00034;train_window_rank_00037
BTS_C,d023e796_0cca_4871_bdd7_41e3ea9afab7,Run_Time_Sensor,BTS_C Terminal Unit 001,nan,Site_Caa.zip,Site_Caa/367.pickle,146824.0,2021-01-01T00:08:06.137000+00:00,2023-12-31T23:52:27.255000+00:00,test_window_pairwise_compare_00003;test_window_pairwise_compare_00006
BTS_B,d3337246_6084_4add_b40c_ae718e49929d,Damper_Position_Sensor,BTS_B Return Damper 007,nan,Site_Baa.zip,Site_Baa/334.pickle,145120.0,2021-01-01T00:03:09.408000+00:00,2023-12-31T23:51:55.160000+00:00,dev_timestamp_nearest_lookup_00028;dev_timestamp_value_lookup_00028
BTS_B,d53fd751_a856_4e37_9c8a_7dfed4a2665c,Min_Temperature_Setpoint_Limit,BTS_B Air Handler Unit 001,BTS_B Building 001,Site_Baa.zip,Site_Baa/312.pickle,145394.0,2021-01-01T00:03:08.839000+00:00,2023-12-31T23:51:54.046000+00:00,train_window_rank_00059
BTS_C,d7c18734_1124_4c9a_b72d_fdcc916d0263,Air_Temperature_Setpoint,BTS_C Hallway 002,nan,Site_Caa.zip,Site_Caa/194.pickle,173105.0,2020-05-29T20:59:10.042000+00:00,2024-01-18T03:41:32.829000+00:00,test_timestamp_nearest_lookup_00056;test_timestamp_value_lookup_00058
BTS_A,e2c53f81_9105_4a24_ab76_539d10c9a2c2,Usage_Sensor,BTS_A Equipment 004,BTS_A Building 001,Site_Aaa.zip,Site_Aaa/3080.pickle,153842.0,2021-01-01T00:01:30.360000+00:00,2023-12-31T23:59:10.999000+00:00,train_window_pairwise_compare_00042
BTS_B,e5cac543_ce56_46b7_96ed_0a2fa04edab9,Min_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 009,BTS_B Conference Room 005,Site_Baa.zip,Site_Baa/138.pickle,143344.0,2021-01-01T00:03:16.628000+00:00,2023-12-31T23:52:06.299000+00:00,dev_window_rank_00044
BTS_B,e8ffc7ba_d2dc_4bff_a068_6317ae240d85,Filter_Differential_Pressure_Sensor,BTS_B Cooling Valve 015,nan,Site_Baa.zip,Site_Baa/512.pickle,144325.0,2021-01-01T00:03:13.111000+00:00,2023-12-31T23:52:00.846000+00:00,train_window_pairwise_compare_00014;train_window_pairwise_compare_00017
BTS_C,ebdaaddd_9e13_4c45_878c_d3d39c38a69e,Air_Flow_Sensor,BTS_C Exhaust Fan 067,BTS_C Location 048,Site_Caa.zip,Site_Caa/449.pickle,173635.0,2020-05-29T23:48:20.593000+00:00,2024-01-18T00:51:21.598000+00:00,test_window_rank_00032
BTS_A,f0f56af0_fb19_47f9_858f_9f05391b7cb2,Usage_Sensor,BTS_A Gas Meter 002,BTS_A Building 001,Site_Aaa.zip,Site_Aaa/7002.pickle,153842.0,2021-01-01T00:01:30.384000+00:00,2023-12-31T23:59:11.020000+00:00,dev_window_pairwise_compare_00007;dev_window_pairwise_compare_00016;dev_window_pairwise_compare_00024;dev_window_pairwise_compare_00030;dev_window_pairwise_compare_00035;dev_window_pairwise_compare_00038;train_window_pairwise_compare_00001;train_window_pairwise_compare_00004;train_window_pairwise_compare_00009;train_window_pairwise_compare_00011;train_window_pairwise_compare_00020;train_window_pairwise_compare_00022;train_window_pairwise_compare_00023;train_window_pairwise_compare_00025;train_window_pairwise_compare_00026;train_window_pairwise_compare_00028;train_window_pairwise_compare_00031;train_window_pairwise_compare_00033;train_window_pairwise_compare_00034;train_window_pairwise_compare_00037;train_window_pairwise_compare_00039;train_window_pairwise_compare_00042
BTS_C,f76cfcce_7e5e_4ed6_8688_a8a2df6ac604,Run_Time_Sensor,BTS_C Floor 008,nan,Site_Caa.zip,Site_Caa/5215.pickle,167414.0,2020-06-01T13:33:07.411000+00:00,2024-01-18T10:11:23.380000+00:00,test_window_pairwise_compare_00003;test_window_pairwise_compare_00015;test_window_pairwise_compare_00044;test_window_pairwise_compare_00050
BTS_B,fa2cd128_5171_40b3_908c_9612c24382db,Min_Temperature_Setpoint_Limit,BTS_B Fan Coil Unit 003,BTS_B Conference Room 001,Site_Baa.zip,Site_Baa/72.pickle,143536.0,2021-01-01T00:03:15.661000+00:00,2023-12-31T23:52:04.824000+00:00,train_window_rank_00029
