,StreamID,Brick,count,first_t,last_t,mean,std,min,q1,median,q3,max,nUnique
394,78fb166d_a503_41c5_80f1_11a387168a8d,Min_Discharge_Air_Temperature_Setpoint_Limit,145320,2021-01-01T00:03:09.219Z,2023-12-31T23:51:54.865Z,15.69248555,2.196739875,0,16,16,16,16,2
396,1cbcac68_d055_4fa2_9fcb_29a554ba06b4,Outside_Air_Lockout_Temperature_Setpoint,145228,2021-01-01T00:03:09.266Z,2023-12-31T23:51:54.941Z,23.53876663,3.294975672,0,24,24,24,24,2
397,7dc26f84_8654_4dee_9839_64fb935fce6f,Low_Outside_Air_Temperature_Enable_Setpoint,145283,2021-01-01T00:03:09.292Z,2023-12-31T23:51:54.977Z,4.903911676,0.686446396,0,5,5,5,5,2
401,aaafdee0_ec03_4101_8216_e8f4c44d04ef,Min_Position_Setpoint_Limit,145396,2021-01-01T00:03:09.388Z,2023-12-31T23:51:55.121Z,19.61594542,2.74473928,0,20,20,20,20,2
403,82e325c3_eff2_4012_b199_75d98073af1b,Room_Air_Temperature_Setpoint,145286,2021-01-01T00:03:09.430Z,2023-12-31T23:51:55.202Z,21.57691725,3.021393954,0,22,22,22,22,2
405,1f23b488_abad_41ae_9f8a_8d9ece97d9fa,System_Status,145280,2021-01-01T00:03:09.470Z,2023-12-31T23:51:55.277Z,0.316802037,0.46522952,0,0,0,1,1,2
408,b5e401ef_354c_4c2b_8441_6ef4c51af33f,Enable_Status,145154,2021-01-01T00:03:09.543Z,2023-12-31T23:51:55.402Z,0.316705017,0.465191304,0,0,0,1,1,2
409,9f896196_0154_43fe_9f28_f6dc7a352c02,Room_Air_Temperature_Setpoint,145188,2021-01-01T00:03:09.569Z,2023-12-31T23:51:55.452Z,21.08625368,2.953702721,0,21.5,21.5,21.5,21.5,2
410,3fc34b0f_af75_4d94_aacb_92b267e476e5,System_Status,145151,2021-01-01T00:03:09.589Z,2023-12-31T23:51:55.487Z,0.155830824,0.362694884,0,0,0,0,1,2
412,f5bd05b7_bc89_4203_997e_9c2b51b0dd2e,Emergency_Alarm,145283,2021-01-01T00:03:09.640Z,2023-12-31T23:51:55.557Z,4.13E-05,0.006426274,0,0,0,0,1,2
413,835a86d6_c235_4caf_8071_31b9bf24960b,Enable_Status,145289,2021-01-01T00:03:09.662Z,2023-12-31T23:51:55.596Z,0.292788855,0.455042351,0,0,0,1,1,2
414,c8b4eea5_2bbc_4c83_bbd7_aad7ed1ba146,Mode_Command,145134,2021-01-01T00:03:09.689Z,2023-12-31T23:51:55.637Z,0.242245098,0.42844184,0,0,0,0,1,2
415,69cbc66e_e7a8_431a_a8e5_6a05bb68979e,System_Status,145277,2021-01-01T00:03:09.712Z,2023-12-31T23:51:55.673Z,0.168340481,0.374168362,0,0,0,0,1,2
417,514574d1_8dd8_4b4a_abab_d992dc5ee7e3,Wind_Speed_Sensor,145284,2021-01-01T00:03:09.745Z,2023-12-31T23:51:55.708Z,88.26856364,12.36249977,0,90,90,90,90,2
418,54ba0cea_8d18_4610_be10_532f8c8387bd,Temperature_Setpoint,145002,2021-01-01T00:03:09.792Z,2023-12-31T23:51:55.793Z,19.61448808,2.74983982,0,20,20,20,20,2
419,bf13f789_bf37_4070_ad61_e3b9246e0871,System_Enable_Command,74998,2021-01-01T00:03:09.812Z,2022-06-07T06:00:38.658Z,0.963252353,0.188141588,0,1,1,1,1,2
420,166e852b_0e15_4fa9_9a6c_a4fe3d04bf39,Proportional_Gain_Parameter,145032,2021-01-01T00:03:09.837Z,2023-12-31T23:51:55.866Z,9.80735286,1.37453937,0,10,10,10,10,2
428,4f9d0882_c587_440c_b246_e0f0e4329d04,Max_Temperature_Setpoint_Limit,144985,2021-01-01T00:03:10.020Z,2023-12-31T23:51:56.153Z,29.42207815,4.123549678,0,30,30,30,30,2
429,f3c0f575_372e_4bc3_993c_0195c54b9a66,Min_Temperature_Setpoint_Limit,145114,2021-01-01T00:03:10.041Z,2023-12-31T23:51:56.192Z,15.69193875,2.198653734,0,16,16,16,16,2
434,05dfaf75_5216_4d9b_ab03_16ad69832041,Mode_Status,145152,2021-01-01T00:03:10.157Z,2023-12-31T23:51:56.373Z,0.980744323,0.137422326,0,1,1,1,1,2
435,9be9270b_d33a_4dd0_9a42_58c084a5bc99,Enable_Status,145142,2021-01-01T00:03:10.182Z,2023-12-31T23:51:56.414Z,0.316751871,0.465209762,0,0,0,1,1,2
436,dbd1311d_2e30_44ad_92fc_345fa477a3e9,Differential_Pressure_Setpoint,145042,2021-01-01T00:03:10.204Z,2023-12-31T23:51:56.454Z,294.2189159,41.242021,0,300,300,300,300,2
439,d68c9a06_d46e_4f9d_bc02_8ffd6f3bc564,Max_Discharge_Air_Temperature_Setpoint_Limit,145017,2021-01-01T00:03:10.272Z,2023-12-31T23:51:56.554Z,29.42158506,4.125273868,0,30,30,30,30,2
440,e5a1315c_5b86_4c92_8f4e_98afb6e489f1,Operating_Mode_Status,145053,2021-01-01T00:03:10.297Z,2023-12-31T23:51:56.602Z,0.980724287,0.137492399,0,1,1,1,1,2
442,7cf7f76b_1764_4ae6_a85d_02e0ebb63ca5,Min_Discharge_Air_Temperature_Setpoint_Limit,145156,2021-01-01T00:03:10.341Z,2023-12-31T23:51:56.670Z,15.69169721,2.199498591,0,16,16,16,16,2
444,fc487980_ca40_4166_88d7_c0c8e0b5c1b8,Outside_Air_Lockout_Temperature_Setpoint,144981,2021-01-01T00:03:10.388Z,2023-12-31T23:51:56.746Z,23.53731868,3.300042061,0,24,24,24,24,2
445,a1ce6616_9c71_4dd1_9283_1eba7da34fa4,Low_Outside_Air_Temperature_Enable_Setpoint,145059,2021-01-01T00:03:10.409Z,2023-12-31T23:51:56.788Z,4.903590953,0.687568566,0,5,5,5,5,2
449,de53eacc_1448_40aa_a4f9_13b75ec04f58,Min_Position_Setpoint_Limit,145167,2021-01-01T00:03:10.495Z,2023-12-31T23:51:56.946Z,9.807463129,1.374153655,0,10,10,10,10,2
451,714c7aa4_2e2e_45e3_966d_919072ce254a,Room_Air_Temperature_Setpoint,145106,2021-01-01T00:03:10.544Z,2023-12-31T23:51:57.020Z,21.57624082,3.023760933,0,22,22,22,22,2
453,8a242263_7b12_44e1_bc5b_e2c5b9f72d31,System_Status,145034,2021-01-01T00:03:10.596Z,2023-12-31T23:51:57.092Z,0.315457065,0.464697649,0,0,0,1,1,2
454,5b002cb5_d1d7_4530_a3d4_b74fce08b27e,Mode_Status,145026,2021-01-01T00:03:10.616Z,2023-12-31T23:51:57.125Z,0.980713803,0.13752905,0,1,1,1,1,2
460,e376c231_9c76_4da6_b3e6_6bd743c3ffdc,Enable_Status,145168,2021-01-01T00:03:10.761Z,2023-12-31T23:51:57.354Z,0.313429957,0.463887507,0,0,0,1,1,2
461,dd1d88eb_7e39_4767_aa2a_bf562791b355,Mode_Command,144989,2021-01-01T00:03:10.782Z,2023-12-31T23:51:57.391Z,0.259957652,0.43861107,0,0,0,1,1,2
462,65cbd31b_2385_4daa_b506_9027fc944bb2,System_Status,144277,2021-01-01T00:03:10.807Z,2023-12-31T23:51:57.434Z,0.296616924,0.45676616,0,0,0,1,1,2
473,29ae3f47_0b89_4223_b46f_db2eb5da302a,Enable_Status,143522,2021-01-01T00:03:14.463Z,2023-12-31T23:52:02.877Z,0.145671047,0.352776123,0,0,0,0,1,2
474,403db364_9025_411d_b12c_f48477c5a381,Enable_Status,143448,2021-01-01T00:03:14.474Z,2023-12-31T23:52:02.890Z,0.145767107,0.35287258,0,0,0,0,1,2
475,868e59bc_0f86_42ad_8f3d_f9ca789aca7c,Enable_Status,143414,2021-01-01T00:03:14.484Z,2023-12-31T23:52:02.903Z,0.324738171,0.468276939,0,0,0,1,1,2
476,e3e678c2_4b66_43f3_b23f_fb1bc364f6f3,Enable_Status,143516,2021-01-01T00:03:14.495Z,2023-12-31T23:52:02.916Z,0.158923047,0.365604311,0,0,0,0,1,2
477,c6f4adff_ef56_44e2_add6_714a15bce2a5,Enable_Status,144407,2021-01-01T00:03:10.827Z,2023-12-31T23:51:57.469Z,0.169846337,0.375497748,0,0,0,0,1,2
478,15980373_bca0_453f_9af7_169c0070f716,Enable_Status,144554,2021-01-01T00:03:10.841Z,2023-12-31T23:51:57.494Z,0.169673617,0.375345815,0,0,0,0,1,2
479,3897ff4a_f72a_473f_8f17_a3f863bb6b77,Enable_Status,144642,2021-01-01T00:03:10.860Z,2023-12-31T23:51:57.520Z,0.259675613,0.438456599,0,0,0,1,1,2
480,70280088_4d47_4d9c_a496_dda81593f2e3,Enable_Status,144802,2021-01-01T00:03:10.872Z,2023-12-31T23:51:57.545Z,0.313718043,0.464003268,0,0,0,1,1,2
481,c899e127_a02b_4ca1_bae6_35790b070c62,Stages_Status,144878,2021-01-01T00:03:10.883Z,2023-12-31T23:51:57.575Z,0.447666312,0.497253643,0,0,0,1,1,2
482,f39d1391_6c3e_44cc_9123_612264c831b7,Alarm,144798,2021-01-01T00:03:10.894Z,2023-12-31T23:51:57.606Z,0.037638641,0.190320714,0,0,0,0,1,2
484,edd9f2c4_5224_433e_a698_6c95856e8f96,Enable_Status,144708,2021-01-01T00:03:10.918Z,2023-12-31T23:51:57.666Z,0.131326533,0.337757124,0,0,0,0,1,2
485,f25a8cfe_b301_4cfb_b9fe_869da8fd7fab,Fault_Status,144902,2021-01-01T00:03:10.930Z,2023-12-31T23:51:57.691Z,0.037611627,0.190255073,0,0,0,0,1,2
486,26fe8480_ef01_49d2_a83d_d172b1ad67f9,Alarm,145119,2021-01-01T00:03:10.940Z,2023-12-31T23:51:57.724Z,6.89E-06,0.002625043,0,0,0,0,1,2
487,22759eff_a4bb_4f1e_bb8e_bc3f4577b146,Enable_Status,144800,2021-01-01T00:03:10.952Z,2023-12-31T23:51:57.754Z,0.125697514,0.331508143,0,0,0,0,1,2
488,cb112b79_28b7_4e1b_8be4_799f336f3c57,Thermal_Power_Sensor,144879,2021-01-01T00:03:10.963Z,2023-12-31T23:51:57.772Z,0.12218472,0.327499029,0,0,0,0,1,2
489,e5b51371_7d32_4ba5_b3ca_8eae9a3d9855,Cooling_Command,145115,2021-01-01T00:03:10.974Z,2023-12-31T23:51:57.790Z,0.980725631,0.137487699,0,1,1,1,1,2
491,105648a4_b620_4504_97b4_2302ebe7ab3b,Cooling_Command,145028,2021-01-01T00:03:10.996Z,2023-12-31T23:51:57.827Z,0.980714069,0.13752812,0,1,1,1,1,2
492,277fdfb6_70bf_4393_8fec_d19af2a40137,Cooling_Command,145025,2021-01-01T00:03:11.008Z,2023-12-31T23:51:57.844Z,0.980706775,0.137553614,0,1,1,1,1,2
493,9ea81184_4e1b_4390_afae_65e0c05b4a15,Cooling_Demand_Setpoint,145072,2021-01-01T00:03:11.018Z,2023-12-31T23:51:57.862Z,49.03565126,6.876588425,0,50,50,50,50,2
500,c5ccee34_228f_417c_8084_dc921283b9c1,Mode_Status,144992,2021-01-01T00:03:11.097Z,2023-12-31T23:51:57.983Z,0.876227654,0.329321655,0,1,1,1,1,2
501,f864fe09_c8c3_4b96_b190_88ef0b1cfe3f,Outside_Air_Temperature_Setpoint,145039,2021-01-01T00:03:11.107Z,2023-12-31T23:51:57.999Z,9.807017423,1.375711996,0,10,10,10,10,2
513,39174b3c_0e37_4568_b159_0c5cccf80959,Point,144603,2021-01-01T00:03:11.442Z,2023-12-31T23:51:58.476Z,0.980643555,0.137774355,0,1,1,1,1,2
517,8263b6cf_3126_4633_868c_9eb507799964,Emergency_Alarm,143503,2021-01-01T00:03:14.559Z,2023-12-31T23:52:03.001Z,2.09E-05,0.004572204,0,0,0,0,1,2
521,ce0e5f96_0dbf_4db5_8321_84491d1aa0f9,Point,143482,2021-01-01T00:03:14.536Z,2023-12-31T23:52:02.973Z,0.980471418,0.138373467,0,1,1,1,1,2
525,5c1ffc0c_d69c_47bd_ada7_7851f4d8226b,Emergency_Alarm,142988,2021-01-01T00:03:17.975Z,2023-12-31T23:52:08.418Z,2.10E-05,0.00458043,0,0,0,0,1,2
529,8f288ca4_0e65_47b2_ac16_ded4a4de769c,Point,142960,2021-01-01T00:03:17.956Z,2023-12-31T23:52:08.389Z,0.979329882,0.142277418,0,1,1,1,1,2
530,e24407a2_f06e_419e_8e96_edf6754d9176,Operating_Mode_Status,144702,2021-01-01T00:03:11.463Z,2023-12-31T23:51:58.504Z,0.980649887,0.137752262,0,1,1,1,1,2
531,21ea1983_4b12_424f_a23b_d663168cd1c0,Enable_Status,144560,2021-01-01T00:03:11.475Z,2023-12-31T23:51:58.518Z,0.980623962,0.137842689,0,1,1,1,1,2
532,81d9cfb5_5e3b_41bb_a35e_7ec2fa362e64,Point,144787,2021-01-01T00:03:11.487Z,2023-12-31T23:51:58.532Z,8.29E-05,0.009103488,0,0,0,0,1,2
533,33427c2b_0bb6_4b75_8920_9a97cbb06098,Temperature_Setpoint,144551,2021-01-01T00:03:12.085Z,2023-12-31T23:51:59.358Z,19.61300856,2.755007527,0,20,20,20,20,2
534,dfa98adb_093a_486a_a2da_523cb7294d4f,System_Enable_Command,144643,2021-01-01T00:03:12.098Z,2023-12-31T23:51:59.376Z,0.980621254,0.137852133,0,1,1,1,1,2
535,2b6b38aa_3a20_4902_ab1a_cbbb3642416f,Proportional_Gain_Parameter,144566,2021-01-01T00:03:12.109Z,2023-12-31T23:51:59.393Z,9.806316838,1.37815763,0,10,10,10,10,2
543,550c1efa_59c0_497a_b453_851dbb82546a,Max_Temperature_Setpoint_Limit,144629,2021-01-01T00:03:12.207Z,2023-12-31T23:51:59.524Z,29.41899619,4.134313591,0,30,30,30,30,2
544,ef8ef7f1_8f81_4c00_b3f3_8da89ad8ff1c,Min_Temperature_Setpoint_Limit,144614,2021-01-01T00:03:12.220Z,2023-12-31T23:51:59.541Z,15.69009916,2.205079341,0,16,16,16,16,2
548,062090b3_5147_41d1_afde_ffee8ed62c7e,Mode_Command,144562,2021-01-01T00:03:12.267Z,2023-12-31T23:51:59.607Z,0.001079122,0.032832259,0,0,0,0,1,2
551,61b90e6c_ab26_43a2_aee4_8eac512e3f16,Enable_Status,144440,2021-01-01T00:03:12.303Z,2023-12-31T23:51:59.657Z,0.320229853,0.46656478,0,0,0,1,1,2
552,a8849783_c012_496e_9222_7750af111ecb,Differential_Pressure_Setpoint,144558,2021-01-01T00:03:12.314Z,2023-12-31T23:51:59.674Z,294.1829577,41.36755622,0,300,300,300,300,2
555,64ff7e69_483c_4d45_9edc_74c00ad9d527,Max_Discharge_Air_Temperature_Setpoint_Limit,144433,2021-01-01T00:03:12.351Z,2023-12-31T23:51:59.727Z,29.41862317,4.135614337,0,30,30,30,30,2
556,580937d1_41bd_4b24_af09_720709833bfb,Operating_Mode_Status,144575,2021-01-01T00:03:12.365Z,2023-12-31T23:51:59.745Z,0.980619056,0.137859795,0,1,1,1,1,2
557,00c9657d_ed65_4700_bee6_45bcb992175a,Min_Discharge_Air_Temperature_Setpoint_Limit,144538,2021-01-01T00:03:12.376Z,2023-12-31T23:51:59.761Z,15.69004691,2.205261561,0,16,16,16,16,2
562,c8418cf8_ec06_436e_8e1e_b15e7b2523b5,Room_Air_Temperature_Setpoint,144578,2021-01-01T00:03:12.437Z,2023-12-31T23:51:59.855Z,21.57362808,3.032884651,0,22,22,22,22,2
564,da2b1313_1111_4e11_b033_97943f46c7f4,System_Status,144556,2021-01-01T00:03:12.460Z,2023-12-31T23:51:59.893Z,0.319557818,0.466305285,0,0,0,1,1,2
566,324eb1fb_0c49_45ce_8628_e780b84964aa,Temperature_Setpoint,144410,2021-01-01T00:03:12.485Z,2023-12-31T23:51:59.928Z,19.61179974,2.759221959,0,20,20,20,20,2
567,8325d4d1_e310_402b_bc3c_9597123825d3,System_Enable_Command,144500,2021-01-01T00:03:12.497Z,2023-12-31T23:51:59.945Z,0.980622837,0.137846611,0,1,1,1,1,2
568,dcc8c731_53e3_4f43_967b_5a1e02216bd8,Proportional_Gain_Parameter,144427,2021-01-01T00:03:12.507Z,2023-12-31T23:51:59.964Z,9.805991954,1.379290156,0,10,10,10,10,2
576,3d429929_1aeb_49bc_b5c1_4fb7955e7b06,Max_Temperature_Setpoint_Limit,144415,2021-01-01T00:03:12.609Z,2023-12-31T23:52:00.104Z,29.41813524,4.137315112,0,30,30,30,30,2
577,10bf38f3_ba29_41c3_a61a_c77a8cd0a6d7,Min_Temperature_Setpoint_Limit,144461,2021-01-01T00:03:12.621Z,2023-12-31T23:52:00.122Z,15.6898817,2.205837589,0,16,16,16,16,2
581,59aa6de5_2074_4168_ad94_00339e21603e,Mode_Command,144369,2021-01-01T00:03:12.669Z,2023-12-31T23:52:00.191Z,9.00E-05,0.009488884,0,0,0,0,1,2
584,3bc4d618_e8b4_4731_850e_eec0de05b899,Enable_Status,144315,2021-01-01T00:03:12.702Z,2023-12-31T23:52:00.244Z,0.319599487,0.466321407,0,0,0,1,1,2
585,77bc70e6_7b0c_4c69_ae68_f1095f56f175,Differential_Pressure_Setpoint,144379,2021-01-01T00:03:12.714Z,2023-12-31T23:52:00.262Z,294.1840572,41.3637237,0,300,300,300,300,2
588,25dc6fea_6fc1_43cb_9b0a_fa81d4eb2383,Max_Discharge_Air_Temperature_Setpoint_Limit,144287,2021-01-01T00:03:12.748Z,2023-12-31T23:52:00.321Z,29.41741113,4.139837708,0,30,30,30,30,2
589,c418fa15_090c_47a6_b39b_8576af580b19,Operating_Mode_Status,144441,2021-01-01T00:03:12.760Z,2023-12-31T23:52:00.340Z,0.980614922,0.137874205,0,1,1,1,1,2
590,33b4836a_7838_480f_a641_4621288e2ff2,Min_Discharge_Air_Temperature_Setpoint_Limit,144375,2021-01-01T00:03:12.772Z,2023-12-31T23:52:00.357Z,15.68947532,2.207253776,0,16,16,16,16,2
595,3041928a_2eb2_48aa_a124_0736ec019c4b,Room_Air_Temperature_Setpoint,144377,2021-01-01T00:03:12.829Z,2023-12-31T23:52:00.442Z,21.57318686,3.034422436,0,22,22,22,22,2
597,edf90edb_3ef1_41e7_9ed6_7097803798f1,System_Status,144383,2021-01-01T00:03:12.853Z,2023-12-31T23:52:00.475Z,0.318957218,0.466072431,0,0,0,1,1,2
599,8f7f7acf_ffa1_45ff_a868_8ae19ebabe53,Temperature_Setpoint,144320,2021-01-01T00:03:12.876Z,2023-12-31T23:52:00.508Z,19.61183481,2.759099773,0,20,20,20,20,2
600,c1a6f74a_95fe_49fe_8b55_d78de51ff45c,System_Enable_Command,144362,2021-01-01T00:03:12.892Z,2023-12-31T23:52:00.525Z,0.98059046,0.137959449,0,1,1,1,1,2
601,0c139e30_412d_4331_a131_bd9d37082768,Proportional_Gain_Parameter,144261,2021-01-01T00:03:12.904Z,2023-12-31T23:52:00.540Z,9.80583803,1.379826378,0,10,10,10,10,2
609,6ba43136_3c00_4d77_adee_557c4b027fd1,Max_Temperature_Setpoint_Limit,144296,2021-01-01T00:03:12.996Z,2023-12-31T23:52:00.673Z,29.41765538,4.138987012,0,30,30,30,30,2
610,86a55b03_c075_4941_9c4e_0af11ebe1fb2,Min_Temperature_Setpoint_Limit,144288,2021-01-01T00:03:13.008Z,2023-12-31T23:52:00.690Z,15.6891772,2.208292093,0,16,16,16,16,2
614,b157a75e_4e91_4072_97ba_c0a0c9524954,Mode_Command,144222,2021-01-01T00:03:13.054Z,2023-12-31T23:52:00.756Z,0.002565489,0.050585646,0,0,0,0,1,2
617,292678da_3e72_4715_85ed_a0e019bc3a95,Enable_Status,144157,2021-01-01T00:03:13.086Z,2023-12-31T23:52:00.807Z,0.321274721,0.466966032,0,0,0,1,1,2
618,91b9dd7b_7f1d_4bb3_a152_c8391a4398b6,Differential_Pressure_Setpoint,144257,2021-01-01T00:03:13.100Z,2023-12-31T23:52:00.827Z,294.1708201,41.40983726,0,300,300,300,300,2
621,d3ae64d9_5d6b_47dd_8662_8f4b8171c4c5,Max_Discharge_Air_Temperature_Setpoint_Limit,144114,2021-01-01T00:03:13.133Z,2023-12-31T23:52:00.883Z,29.41671177,4.142272534,0,30,30,30,30,2
622,59195fd8_9b97_4fa2_b0ab_30effed9cf62,Operating_Mode_Status,144281,2021-01-01T00:03:13.145Z,2023-12-31T23:52:00.899Z,0.980579563,0.137997403,0,1,1,1,1,2
623,08cb745e_9ebd_4f6f_8410_01053aa8f8d6,Min_Discharge_Air_Temperature_Setpoint_Limit,144202,2021-01-01T00:03:13.156Z,2023-12-31T23:52:00.915Z,15.68899183,2.208937442,0,16,16,16,16,2
625,021f5ffa_16bc_4efc_bedd_5eb04d8b3837,Air_Temperature_Sensor,144203,2021-01-01T00:03:13.178Z,2023-12-31T23:52:00.948Z,1.961110379,0.276164515,0,2,2,2,2,2
630,8397f972_46bc_4062_bbb5_294aa04990b0,System_Status,144269,2021-01-01T00:03:13.235Z,2023-12-31T23:52:01.031Z,0.321531306,0.467064155,0,0,0,1,1,2
632,a8c6ed3c_1fe1_4c65_b523_520d456cd9e9,Temperature_Setpoint,143097,2021-01-01T00:03:17.563Z,2023-12-31T23:52:07.739Z,19.58671391,2.845156667,0,20,20,20,20,2
633,c837b3af_a98b_4ea3_bff6_9012504ff93e,System_Enable_Command,143090,2021-01-01T00:03:17.572Z,2023-12-31T23:52:07.758Z,0.979327696,0.142284785,0,1,1,1,1,2
634,7f58bcdb_a365_4a27_9295_b6d4fced9c0f,Proportional_Gain_Parameter,143149,2021-01-01T00:03:17.583Z,2023-12-31T23:52:07.778Z,19.58672432,2.845121574,0,20,20,20,20,2
636,2f3c0c2e_ea6f_4d88_8383_e71f54b61200,Point,143175,2021-01-01T00:03:17.606Z,2023-12-31T23:52:07.814Z,0.979339969,0.142243434,0,1,1,1,1,2
642,96e84c0c_5a9b_4c58_b76b_781a73880537,Max_Temperature_Setpoint_Limit,143081,2021-01-01T00:03:17.669Z,2023-12-31T23:52:07.921Z,29.37979187,4.268674957,0,30,30,30,30,2
643,ba9bea17_be44_40d3_b32a_1293472a2a00,Min_Temperature_Setpoint_Limit,143078,2021-01-01T00:03:17.682Z,2023-12-31T23:52:07.939Z,15.66932722,2.276273268,0,16,16,16,16,2
647,aeab89a2_0d9b_4ebd_97fe_033e93447fbd,Mode_Command,143022,2021-01-01T00:03:17.725Z,2023-12-31T23:52:08.018Z,8.39E-05,0.009159483,0,0,0,0,1,2
650,9d856aa0_74ca_4b12_a25c_1ca90cc1fc92,Enable_Status,143088,2021-01-01T00:03:17.757Z,2023-12-31T23:52:08.070Z,0.282567371,0.450247767,0,0,0,1,1,2
651,4609947b_c8a2_4cc1_9c37_535502f7d2cc,Differential_Pressure_Setpoint,143028,2021-01-01T00:03:17.769Z,2023-12-31T23:52:08.088Z,293.8019129,42.67329191,0,300,300,300,300,2
654,7ab46192_1167_472a_afd6_1a5ce1fbabdd,Max_Discharge_Air_Temperature_Setpoint_Limit,143066,2021-01-01T00:03:17.801Z,2023-12-31T23:52:08.144Z,29.38056561,4.266067586,0,30,30,30,30,2
655,ef1c39a8_1a31_484a_855b_1b484fbcf1bf,Operating_Mode_Status,142984,2021-01-01T00:03:17.812Z,2023-12-31T23:52:08.160Z,0.979340346,0.142242163,0,1,1,1,1,2
656,3c9ca09b_8952_45da_a066_bcb645cbbc68,Min_Discharge_Air_Temperature_Setpoint_Limit,143142,2021-01-01T00:03:17.822Z,2023-12-31T23:52:08.176Z,15.6698104,2.274644688,0,16,16,16,16,2
663,6f502ba0_77fb_43db_b6dc_48e68d5c822b,System_Status,143005,2021-01-01T00:03:17.897Z,2023-12-31T23:52:08.306Z,0.282591518,0.450259427,0,0,0,1,1,2
665,c157e611_6cf7_4e6b_a439_e002fdec0c22,Temperature_Setpoint,143252,2021-01-01T00:03:17.176Z,2023-12-31T23:52:07.136Z,19.58674224,2.845061184,0,20,20,20,20,2
666,66ca8fbb_1c4a_4da0_83e9_682a105db0ce,System_Enable_Command,143254,2021-01-01T00:03:17.188Z,2023-12-31T23:52:07.157Z,0.979337401,0.142252087,0,1,1,1,1,2
667,77f7b769_34f6_44d0_a372_e35b8cc486f6,Proportional_Gain_Parameter,143177,2021-01-01T00:03:17.202Z,2023-12-31T23:52:07.178Z,9.793262884,1.42289526,0,10,10,10,10,2
675,b8c9fe85_44f3_4a7a_aec5_0181101044c8,Max_Temperature_Setpoint_Limit,143252,2021-01-01T00:03:17.299Z,2023-12-31T23:52:07.320Z,29.38032279,4.266886045,0,30,30,30,30,2
676,2668358d_a507_4a83_882d_bf9f800ff9d1,Min_Temperature_Setpoint_Limit,143202,2021-01-01T00:03:17.310Z,2023-12-31T23:52:07.340Z,15.66939009,2.276061425,0,16,16,16,16,2
680,f789e5f7_3417_4cee_a783_7e8887e520ae,Mode_Command,143208,2021-01-01T00:03:17.356Z,2023-12-31T23:52:07.410Z,0.000167588,0.012944509,0,0,0,0,1,2
683,0db0177c_1dc2_4396_9054_c206c3ff02fa,Enable_Status,143103,2021-01-01T00:03:17.389Z,2023-12-31T23:52:07.465Z,0.504007603,0.499983939,0,0,1,1,1,2
684,454fc0fa_4c69_45ff_8dab_c7bee2644dc9,Differential_Pressure_Setpoint,143157,2021-01-01T00:03:17.400Z,2023-12-31T23:52:07.489Z,293.8012113,42.6756563,0,300,300,300,300,2
687,3f18ed73_2f85_45b0_bd7f_048e9229043a,Max_Discharge_Air_Temperature_Setpoint_Limit,143130,2021-01-01T00:03:17.434Z,2023-12-31T23:52:07.545Z,29.38000419,4.267959634,0,30,30,30,30,2
688,67acaa30_5d5a_42af_90a6_a5715b673f7c,Operating_Mode_Status,143209,2021-01-01T00:03:17.447Z,2023-12-31T23:52:07.564Z,0.979344874,0.142226904,0,1,1,1,1,2
689,d91528be_afcd_4a27_9f58_899515e78994,Min_Discharge_Air_Temperature_Setpoint_Limit,143110,2021-01-01T00:03:17.458Z,2023-12-31T23:52:07.580Z,15.66928936,2.276400832,0,16,16,16,16,2
694,1dbe18bb_c8ed_4394_9e12_4e5bebfbf3b3,Room_Air_Temperature_Setpoint,143190,2021-01-01T00:03:17.515Z,2023-12-31T23:52:07.668Z,21.54552692,3.129195093,0,22,22,22,22,2
696,b19e4e8d_83b6_44a7_a91f_09dce277d2e7,System_Status,143195,2021-01-01T00:03:17.542Z,2023-12-31T23:52:07.707Z,0.27658787,0.447310876,0,0,0,1,1,2
702,28da5ba1_1a2d_4594_9da4_bc916c19f360,Enable_Status,144836,2021-01-01T00:03:11.152Z,2023-12-31T23:51:58.062Z,0.367401751,0.482097194,0,0,0,1,1,2
703,4c2158af_f3a1_4a39_af94_efae7e63597f,Fault_Status,144909,2021-01-01T00:03:11.166Z,2023-12-31T23:51:58.079Z,0.035684464,0.185502245,0,0,0,0,1,2
704,a93bff62_2589_4701_9a3f_03082706f111,System_Status,145082,2021-01-01T00:03:11.179Z,2023-12-31T23:51:58.096Z,0.131229236,0.33765089,0,0,0,0,1,2
709,b3c66a26_6ff1_4a6d_a82e_de299215db78,Stages_Status,145113,2021-01-01T00:03:11.234Z,2023-12-31T23:51:58.179Z,0.447547773,0.497241153,0,0,0,1,1,2
710,c8dcc38e_a9ae_4a44_85c1_dbc27f5ba559,Enable_Status,144792,2021-01-01T00:03:11.245Z,2023-12-31T23:51:58.200Z,0.39374413,0.488579257,0,0,0,1,1,2
711,26474aac_3036_42e8_860a_25bd407c888b,System_Status,144876,2021-01-01T00:03:11.257Z,2023-12-31T23:51:58.217Z,0.374002595,0.483864293,0,0,0,1,1,2
712,ccb76429_d16b_42df_9b76_4492b28d6d81,Heating_Command,144892,2021-01-01T00:03:11.268Z,2023-12-31T23:51:58.232Z,0.390490848,0.487860375,0,0,0,1,1,2
713,608b74f5_9fed_4464_91d6_1ff857da60da,Heating_Command,144828,2021-01-01T00:03:11.278Z,2023-12-31T23:51:58.247Z,0.980659817,0.13771761,0,1,1,1,1,2
